node_id,ars_id,name,lat,lng,stop_type,in_seoul,toward
102900009,03502,순천향병원,37.5332488,127.0048157,마을버스,1,한남오거리
102900066,03503,용암경로당입구,37.5405966,126.9869184,마을버스,1,용암한신아파트
102900083,03504,한남오거리,37.5330901,127.0066567,마을버스,1,한남역.용산노인종합복지관
102900079,03505,가야랑앞,37.5401953,126.9936041,마을버스,1,디지텍고등학교앞
102900008,03506,용암한신아파트,37.5420772,126.9874353,마을버스,1,우리들가정의원
102900070,03508,효창공원후문,37.5470688,126.9608921,마을버스,1,하나님의교회
102900007,03509,디지텍고등학교앞,37.5398032,126.991626,마을버스,1,성도약국
102900006,03510,우리들가정의원,37.5432315,126.987795,마을버스,1,남산교회입구
102900097,03511,도원삼성래미안아파트101동앞,37.5390686,126.9562321,마을버스,1,도원삼성래미안아파트단지내
102900080,03512,성도약국,37.5394507,126.9895541,마을버스,1,시장
102900005,03513,남산교회입구,37.5446713,126.9866472,마을버스,1,해방촌오거리
102900003,03515,신애교회,37.545519,126.9584869,마을버스,1,대한노인회중앙회
102900002,03516,시장,37.5389225,126.9885516,마을버스,1,해방촌
102900001,03517,해방촌오거리,37.54573,126.9851475,마을버스,1,신흥교회앞
102900085,03518,보광동주민센터,37.5261473,127.0000973,마을버스,1,군인아파트
102900035,03519,대한노인회중앙회,37.5440368,126.9576287,마을버스,1,원효사.백범김구기념관
102900096,03520,도원삼성래미안아파트101동앞,37.5390223,126.9562966,마을버스,1,도원삼성래미안아파트
102900034,03521,신흥교회앞,37.5447457,126.9833868,마을버스,1,큰빛의집앞
102900033,03522,군인아파트,37.5260041,126.9963177,마을버스,1,몬드리안서울이태원
102900032,03523,원효사.백범김구기념관,37.5431402,126.9585663,마을버스,1,효창운동장.효창동주민센터
102900064,03524,녹사평역,37.535011,126.9858713,마을버스,1,전쟁기념관
102900031,03525,큰빛의집앞,37.5445482,126.9819982,마을버스,1,후암동종점
102900075,03526,몬드리안서울이태원,37.528596,126.992589,마을버스,1,용산구청
102900098,03527,도원삼성래미안아파트,37.5396879,126.9576859,마을버스,1,도원삼성래미안아파트101동앞
